,Issue key,Issue id,Status,Reporter,Created,Due Date,Resolved,Customer,Type of Request,Parent id,Review created,Communicate created,age_till_communicate,age_till_communicate_hours
37,CI-7902,437318,Closed,nsanchez,2022-12-20 09:52:00,27/Dec/22 12:00 AM,28/Dec/22 9:43 AM,Holtzbrink,Service Request (SR),437318,2022-12-20 09:52:00,2022-12-28 09:16:00,7 days 23:24:00.000000000,191.4
38,CI-7901,437144,Review,ssanz,2022-12-19 17:10:00,26/Dec/22 12:00 AM,,Porsche,Incident Request (IR),437144,2022-12-19 17:10:00,,,
39,CI-7900,437096,Review,ssanz,2022-12-19 15:44:00,26/Dec/22 12:00 AM,,Allianz,Service Request (SR),437096,2022-12-19 15:44:00,,,
40,CI-7899,437049,Communicate,achattopadhyay,2022-12-19 15:03:00,21/Dec/22 12:00 AM,,Heidelberg Cement,Service Request (SR),437049,2022-12-19 15:03:00,2022-12-23 11:21:00,3 days 20:18:00.000000000,92.3
41,CI-7898,437030,Closed,mueller,2022-12-19 14:37:00,20/Dec/22 12:00 AM,20/Dec/22 1:04 PM,ARD.ZDF,Project,437030,2022-12-19 14:37:00,2022-12-20 13:04:00,0 days 22:27:00.000000000,22.45
42,CI-7897,436892,Review,ccasper,2022-12-19 10:58:00,06/Jan/23 12:00 AM,,Allianz,Service Request (SR),436892,2022-12-19 10:58:00,,,
43,CI-7895,436853,Review,nsanchez,2022-12-19 10:18:00,02/Jan/23 12:00 AM,,Osram,Service Request (SR),436853,2022-12-19 10:18:00,,,
44,CI-7894,436761,Verify,yutaka,2022-12-19 07:29:00,23/Dec/22 12:00 AM,,Amadeus,Service Request (SR),436761,2022-12-19 07:29:00,,,
45,CI-7893,436757,Review,yutaka,2022-12-19 06:42:00,23/Dec/22 12:00 AM,,Heidelberg Cement,Service Request (SR),436757,2022-12-19 06:42:00,,,
46,CI-7892,436747,Communicate,yutaka,2022-12-19 04:15:00,02/Jan/23 12:00 AM,,Ineos,Service Request (SR),436747,2022-12-19 04:15:00,2022-12-20 13:06:00,1 days 08:51:00.000000000,32.85
47,CI-7891,436744,Communicate,yutaka,2022-12-19 03:52:00,22/Dec/22 12:00 AM,,Lufthansa City Center,Service Request (SR),436744,2022-12-19 03:52:00,2022-12-20 10:24:00,1 days 06:32:00.000000000,30.53
48,CI-7890,436670,Import to Customer Test System,nsanchez,2022-12-16 15:30:00,01/Jan/23 12:00 AM,,Endress Hauser,Service Request (SR),436670,2022-12-16 15:30:00,,,
49,CI-7889,436629,Import to Customer Test System,nsanchez,2022-12-16 14:58:00,01/Jan/23 12:00 AM,,Continental,Service Request (SR),436629,2022-12-16 14:58:00,,,
50,CI-7888,436616,Review,hausmann,2022-12-16 14:45:00,30/Dec/22 12:00 AM,,Expense Development,Service Request (SR),436616,2022-12-16 14:45:00,,,
51,CI-7887,436609,Import in Production,nsanchez,2022-12-16 14:40:00,21/Dec/22 12:00 AM,,Osram,Incident Request (IR),436609,2022-12-16 14:40:00,,,
52,CI-7886,436516,Import in Production,nsanchez,2022-12-16 13:47:00,21/Dec/22 12:00 AM,,Porsche,Service Request (SR),436516,2022-12-16 13:47:00,2022-12-30 09:04:00,13 days 19:17:00.000000000,331.28
53,CI-7885,436508,Closed,nsanchez,2022-12-16 13:35:00,22/Dec/22 12:00 AM,21/Dec/22 1:51 PM,OBB,Incident Request (IR),436508,2022-12-16 13:35:00,2022-12-21 13:14:00,4 days 23:39:00.000000000,119.65
54,CI-7884,436451,Review,nsanchez,2022-12-16 11:15:00,26/Dec/22 12:00 AM,,CEPSA,Service Request (SR),436451,2022-12-16 11:15:00,,,
55,CI-7883,436443,Communicate,yutaka,2022-12-16 10:47:00,19/Dec/22 12:00 AM,,Eberspacher,Service Request (SR),436443,2022-12-16 10:47:00,2022-12-23 10:36:00,6 days 23:49:00.000000000,167.82
56,CI-7882,436391,Communicate,yutaka,2022-12-16 08:57:00,20/Dec/22 12:00 AM,,VW,Service Request (SR),436391,2022-12-16 08:57:00,2022-12-19 11:17:00,3 days 02:20:00.000000000,74.33
57,CI-7881,436375,Closed,mueller,2022-12-16 08:00:00,19/Dec/22 12:00 AM,18/Dec/22 10:13 AM,ARD.ZDF,Project,436375,2022-12-16 08:00:00,2022-12-18 10:12:00,2 days 02:12:00.000000000,50.2
58,CI-7880,436373,Closed,mueller,2022-12-16 07:57:00,19/Dec/22 12:00 AM,18/Dec/22 10:08 AM,ARD.ZDF,Project,436373,2022-12-16 07:57:00,2022-12-18 10:08:00,2 days 02:11:00.000000000,50.18
59,CI-7879,436369,Closed,mueller,2022-12-16 07:55:00,19/Dec/22 12:00 AM,18/Dec/22 10:09 AM,ARD.ZDF,Project,436369,2022-12-16 07:55:00,2022-12-18 10:09:00,2 days 02:14:00.000000000,50.23
60,CI-7878,436353,Closed,yutaka,2022-12-16 07:13:00,19/Dec/22 12:00 AM,16/Dec/22 8:51 AM,VW,Service Request (SR),436353,2022-12-16 07:13:00,,,
61,CI-7877,436313,Communicate,yutaka,2022-12-16 01:40:00,19/Dec/22 12:00 AM,,Amadeus,Service Request (SR),436313,2022-12-16 01:40:00,2022-12-19 03:25:00,3 days 01:45:00.000000000,73.75
62,CI-7876,436253,Closed,aruizrobles,2022-12-15 17:01:00,22/Dec/22 12:00 AM,23/Dec/22 1:18 PM,Numiga,Service Request (SR),436253,2022-12-15 17:01:00,2022-12-23 10:36:00,7 days 17:35:00.000000000,185.58
63,CI-7875,436243,Communicate,bonnavion,2022-12-15 16:38:00,22/Dec/22 12:00 AM,,TM Con,Service Request (SR),436243,2022-12-15 16:38:00,2022-12-29 10:01:00,13 days 17:23:00.000000000,329.38
64,CI-7874,436121,Closed,mueller,2022-12-15 14:51:00,16/Dec/22 12:00 AM,16/Dec/22 12:17 PM,ARD.ZDF,Project,436121,2022-12-15 14:51:00,2022-12-16 12:17:00,0 days 21:26:00.000000000,21.43
65,CI-7873,436035,Review,ssanz,2022-12-15 12:05:00,22/Dec/22 12:00 AM,,Allianz,Service Request (SR),436035,2022-12-15 12:05:00,,,
66,CI-7872,435976,Communicate,srueda,2022-12-15 11:03:00,15/Dec/22 12:00 AM,,Allianz,Service Request (SR),435976,2022-12-15 11:03:00,2022-12-21 16:33:00,6 days 05:30:00.000000000,149.5
67,CI-7871,435753,Closed,yutaka,2022-12-15 07:59:00,20/Dec/22 12:00 AM,21/Dec/22 2:22 AM,Continental,Service Request (SR),435753,2022-12-15 07:59:00,2022-12-19 08:24:00,4 days 00:25:00.000000000,96.42
68,CI-7870,435725,Communicate,yutaka,2022-12-15 07:06:00,22/Dec/22 12:00 AM,,msg systems,Service Request (SR),435725,2022-12-15 07:06:00,2022-12-16 01:59:00,0 days 18:53:00.000000000,18.88
69,CI-7869,435661,Communicate,achattopadhyay,2022-12-14 15:26:00,14/Dec/22 12:00 AM,,Heidelberg Cement,Service Request (SR),435661,2022-12-14 15:26:00,2022-12-20 14:38:00,5 days 23:12:00.000000000,143.2
70,CI-7868,435628,Closed,ssanz,2022-12-14 13:51:00,21/Dec/22 12:00 AM,22/Dec/22 11:03 AM,CEPSA,Service Request (SR),435628,2022-12-14 13:51:00,,,
71,CI-7867,435618,Configure,ssanz,2022-12-14 13:05:00,21/Dec/22 12:00 AM,,Amadeus,Service Request (SR),435618,2022-12-14 13:05:00,,,
72,CI-7866,435579,Closed,ccasper,2022-12-14 11:35:00,16/Dec/22 12:00 AM,15/Dec/22 9:21 AM,dm-drogerie markt,Project,435579,2022-12-14 11:35:00,2022-12-15 09:21:00,0 days 21:46:00.000000000,21.77
73,CI-7865,435564,Closed,nsanchez,2022-12-14 11:30:00,20/Dec/22 12:00 AM,21/Dec/22 9:17 AM,Bentley,Incident Request (IR),435564,2022-12-14 11:30:00,2022-12-21 09:07:00,6 days 21:37:00.000000000,165.62
74,CI-7864,435445,Communicate,yutaka,2022-12-14 04:34:00,19/Dec/22 12:00 AM,,Munckhof,Service Request (SR),435445,2022-12-14 04:34:00,2022-12-15 11:20:00,1 days 06:46:00.000000000,30.77
75,CI-7863,435402,Configure,ccasper,2022-12-13 17:12:00,16/Dec/22 12:00 AM,,dm-drogerie markt,Project,435402,2022-12-13 17:12:00,,,
76,CI-7862,435348,Import in Production,ssanz,2022-12-13 15:49:00,20/Dec/22 12:00 AM,,Endress Hauser,Service Request (SR),435348,2022-12-13 15:49:00,,,
77,CI-7861,435312,Configure,ssanz,2022-12-13 15:15:00,20/Dec/22 12:00 AM,,Audi,Incident Request (IR),435312,2022-12-13 15:15:00,,,
78,CI-7860,435166,Review,gheorghe,2022-12-13 13:43:00,13/Dec/22 12:00 AM,,Customer not yet listed,Project,435166,2022-12-13 13:43:00,,,
79,CI-7859,435112,Review,hausmann,2022-12-13 12:25:00,30/Dec/22 12:00 AM,,Expense Development,Service Request (SR),435112,2022-12-13 12:25:00,,,
80,CI-7858,435107,Import to Customer Test System,ssanz,2022-12-13 12:22:00,20/Dec/22 12:00 AM,,Allianz,Service Request (SR),435107,2022-12-13 12:22:00,,,
81,CI-7857,435036,Closed,pthuaud,2022-12-13 10:45:00,06/Jan/23 12:00 AM,22/Dec/22 4:14 AM,Amadeus,Service Request (SR),435036,2022-12-13 10:45:00,2022-12-15 11:39:00,2 days 00:54:00.000000000,48.9
82,CI-7856,434862,Verify,gheorghe,2022-12-12 18:26:00,19/Dec/22 12:00 AM,,Customer not yet listed,Project,434862,2022-12-12 18:26:00,,,
83,CI-7855,434822,Closed,aruizrobles,2022-12-12 16:54:00,16/Dec/22 12:00 AM,13/Dec/22 1:52 PM,Numiga,Service Request (SR),434822,2022-12-12 16:54:00,2022-12-13 12:13:00,0 days 19:19:00.000000000,19.32
84,CI-7854,434742,Verify,nsanchez,2022-12-12 15:44:00,21/Dec/22 12:00 AM,,Rewe Group,Service Request (SR),434742,2022-12-12 15:44:00,,,
85,CI-7853,434644,Closed,mstaszek,2022-12-12 14:13:00,12/Dec/22 12:00 AM,12/Dec/22 3:08 PM,Continental,Incident Request (IR),434644,2022-12-12 14:13:00,2022-12-12 15:08:00,0 days 00:55:00.000000000,0.92
86,CI-7852,434639,Closed,gangelova,2022-12-12 14:02:00,16/Dec/22 12:00 AM,12/Dec/22 2:49 PM,Expense Development,Service Request (SR),434639,2022-12-12 14:02:00,,,
87,CI-7851,434543,Closed,aruizrobles,2022-12-12 10:32:00,16/Dec/22 12:00 AM,19/Dec/22 5:28 PM,ProcurX,Service Request (SR),434543,2022-12-12 10:32:00,2022-12-19 16:10:00,7 days 05:38:00.000000000,173.63
88,CI-7850,434539,Review,nsanchez,2022-12-12 10:23:00,26/Dec/22 12:00 AM,,Apleona,Service Request (SR),434539,2022-12-12 10:23:00,,,
89,CI-7849,434536,Import to Test,hacke,2022-12-12 10:16:00,13/Dec/22 12:00 AM,,Porsche,Incident Request (IR),434536,2022-12-12 10:16:00,,,
90,CI-7848,434361,Closed,ssanz,2022-12-09 15:30:00,16/Dec/22 12:00 AM,27/Dec/22 10:25 AM,Allianz,Service Request (SR),434361,2022-12-09 15:30:00,,,
91,CI-7847,434046,Closed,yutaka,2022-12-09 08:09:00,13/Dec/22 12:00 AM,20/Dec/22 6:23 AM,Burda,Service Request (SR),434046,2022-12-09 08:09:00,2022-12-13 11:07:00,4 days 02:58:00.000000000,98.97
92,CI-7846,434025,Communicate,yutaka,2022-12-09 04:19:00,13/Dec/22 12:00 AM,,Continental,Service Request (SR),434025,2022-12-09 04:19:00,2022-12-12 11:28:00,3 days 07:09:00.000000000,79.15
93,CI-7845,434021,Closed,yutaka,2022-12-09 03:40:00,16/Dec/22 12:00 AM,22/Dec/22 10:10 AM,Lufthansa City Center,Service Request (SR),434021,2022-12-09 03:40:00,,,
94,CI-7844,433895,Closed,achattopadhyay,2022-12-08 12:22:00,13/Dec/22 12:00 AM,08/Dec/22 4:40 PM,Heidelberg Cement,Incident Request (IR),433895,2022-12-08 12:22:00,2022-12-08 16:34:00,0 days 04:12:00.000000000,4.2
95,CI-7843,433882,Closed,ssanz,2022-12-08 11:59:00,15/Dec/22 12:00 AM,19/Dec/22 10:45 AM,Traton SE,Service Request (SR),433882,2022-12-08 11:59:00,2022-12-19 10:12:00,10 days 22:13:00.000000000,262.22
96,CI-7842,433840,Closed,ssanz,2022-12-08 10:58:00,15/Dec/22 12:00 AM,13/Dec/22 11:56 AM,Allianz,Service Request (SR),433840,2022-12-08 10:58:00,2022-12-13 11:56:00,5 days 00:58:00.000000000,120.97
97,CI-7841,433827,Configure,fkazmierczak,2022-12-08 10:34:00,08/Jan/23 12:00 AM,,Allianz,Service Request (SR),433827,2022-12-08 10:34:00,,,
98,CI-7840,433819,Verify,ssanz,2022-12-08 10:31:00,15/Dec/22 12:00 AM,,Allianz,Service Request (SR),433819,2022-12-08 10:31:00,,,
99,CI-7839,433682,Closed,djagodzki,2022-12-07 20:53:00,16/Dec/22 12:00 AM,15/Dec/22 12:59 PM,,,433682,2022-12-07 20:53:00,2022-12-15 12:28:00,7 days 15:35:00.000000000,183.58
100,CI-7837,433606,Closed,mueller,2022-12-07 14:34:00,09/Dec/22 12:00 AM,08/Dec/22 9:12 AM,ARD.ZDF,Project,433606,2022-12-07 14:34:00,2022-12-08 09:11:00,0 days 18:37:00.000000000,18.62
101,CI-7836,433449,Closed,yutaka,2022-12-07 08:47:00,08/Dec/22 12:00 AM,16/Dec/22 10:51 AM,Endress Hauser,Incident Request (IR),433449,2022-12-07 08:47:00,2022-12-16 10:03:00,9 days 01:16:00.000000000,217.27
102,CI-7835,433426,Communicate,yutaka,2022-12-07 07:42:00,14/Dec/22 12:00 AM,,Hugo Boss,Service Request (SR),433426,2022-12-07 07:42:00,2022-12-22 09:51:00,15 days 02:09:00.000000000,362.15
103,CI-7834,433418,Closed,yutaka,2022-12-07 06:14:00,09/Dec/22 12:00 AM,07/Dec/22 8:48 AM,Endress Hauser,Service Request (SR),433418,2022-12-07 06:14:00,,,
104,CI-7833,433411,Communicate,yutaka,2022-12-07 05:49:00,09/Dec/22 12:00 AM,,Hugo Boss,Service Request (SR),433411,2022-12-07 05:49:00,2022-12-29 09:49:00,22 days 04:00:00.000000000,532.0
105,CI-7832,433406,Closed,shimizu,2022-12-07 05:25:00,31/Dec/22 12:00 AM,20/Dec/22 9:02 AM,Product Management,Service Request (SR),433406,2022-12-07 05:25:00,2022-12-19 18:06:00,12 days 12:41:00.000000000,300.68
106,CI-7831,433389,Verify,ccasper,2022-12-06 17:47:00,07/Dec/22 12:00 AM,,dm-drogerie markt,Project,433389,2022-12-06 17:47:00,,,
107,CI-7830,433274,Import to Test,gmalarski,2022-12-06 15:30:00,30/Dec/22 12:00 AM,,Customer not yet listed,Service Request (SR),433274,2022-12-06 15:30:00,,,
108,CI-7829,433155,Configure,ssanz,2022-12-06 13:18:00,13/Dec/22 12:00 AM,,Allianz,Service Request (SR),433155,2022-12-06 13:18:00,,,
109,CI-7826,433132,Closed,ssanz,2022-12-06 11:53:00,13/Dec/22 12:00 AM,22/Dec/22 10:31 AM,Allianz,Service Request (SR),433132,2022-12-06 11:53:00,,,
110,CI-7825,433122,Closed,hilbich,2022-12-06 11:24:00,13/Dec/22 12:00 AM,19/Dec/22 4:05 PM,Endress Hauser,Incident Request (IR),433122,2022-12-06 11:24:00,2022-12-19 15:16:00,13 days 03:52:00.000000000,315.87
111,CI-7824,433099,Closed,hilbich,2022-12-06 10:26:00,13/Dec/22 12:00 AM,06/Dec/22 4:49 PM,Allianz,Incident Request (IR),433099,2022-12-06 10:26:00,2022-12-06 15:56:00,0 days 05:30:00.000000000,5.5
112,CI-7823,433090,Closed,ssanz,2022-12-06 10:11:00,13/Dec/22 12:00 AM,21/Dec/22 9:54 AM,Allianz,Service Request (SR),433090,2022-12-06 10:11:00,2022-12-15 11:16:00,9 days 01:05:00.000000000,217.08
113,CI-7822,432979,Closed,yutaka,2022-12-06 04:39:00,09/Dec/22 12:00 AM,21/Dec/22 2:24 AM,Holtzbrink,Service Request (SR),432979,2022-12-06 04:39:00,2022-12-16 11:20:00,10 days 06:41:00.000000000,246.68
114,CI-7821,432971,Closed,yutaka,2022-12-06 03:58:00,09/Dec/22 12:00 AM,07/Dec/22 9:03 AM,Munckhof,Service Request (SR),432971,2022-12-06 03:58:00,2022-12-06 04:28:00,0 days 00:30:00.000000000,0.5
115,CI-7820,432966,Communicate,yutaka,2022-12-06 03:45:00,09/Dec/22 12:00 AM,,Amadeus,Service Request (SR),432966,2022-12-06 03:45:00,2022-12-19 09:00:00,13 days 05:15:00.000000000,317.25
116,CI-7819,432962,Closed,yutaka,2022-12-06 03:18:00,09/Dec/22 12:00 AM,08/Dec/22 8:00 AM,Eberspacher,Service Request (SR),432962,2022-12-06 03:18:00,2022-12-08 08:00:00,2 days 04:42:00.000000000,52.7
117,CI-7818,432937,Review,arastrilla,2022-12-05 17:54:00,12/Dec/22 12:00 AM,,VW,Project,432937,2022-12-05 17:54:00,,,
118,CI-7816,432641,Configure,yutaka,2022-12-05 10:09:00,09/Dec/22 12:00 AM,,CEPSA,Incident Request (IR),432641,2022-12-05 10:09:00,,,
119,CI-7813,432591,Closed,mueller,2022-12-05 09:26:00,09/Dec/22 12:00 AM,06/Dec/22 1:51 PM,ARD.ZDF,Project,432591,2022-12-05 09:54:00,2022-12-06 13:51:00,1 days 04:25:00.000000000,28.42
120,CI-7809,432581,Closed,mueller,2022-12-05 09:12:00,07/Dec/22 12:00 AM,06/Dec/22 1:52 PM,ARD.ZDF,Project,432581,2022-12-05 09:55:00,2022-12-06 13:52:00,1 days 04:40:00.000000000,28.67
121,CI-7808,432567,Communicate,yutaka,2022-12-05 08:05:00,09/Dec/22 12:00 AM,,Amadeus,Incident Request (IR),432567,2022-12-05 08:05:00,2022-12-19 09:00:00,14 days 00:55:00.000000000,336.92
122,CI-7807,432492,Review,aruizrobles,2022-12-03 13:20:00,15/Dec/22 12:00 AM,,Numiga,Service Request (SR),432492,2022-12-03 13:20:00,,,
123,CI-7806,432465,Closed,aruizrobles,2022-12-02 16:36:00,12/Dec/22 12:00 AM,20/Dec/22 10:20 AM,Numiga,Service Request (SR),432465,2022-12-02 16:36:00,2022-12-20 09:32:00,17 days 16:56:00.000000000,424.93
124,CI-7805,432409,Closed,hausmann,2022-12-02 15:19:00,05/Dec/22 12:00 AM,12/Dec/22 2:49 PM,Customer not yet listed,Incident Request (IR),432409,2022-12-02 15:19:00,,,
125,CI-7804,432387,Configure,tsteinhaeuser,2022-12-02 14:07:00,09/Dec/22 12:00 AM,,Expense Development,Service Request (SR),432387,2022-12-02 14:07:00,,,
126,CI-7803,432328,Closed,nsanchez,2022-12-02 11:39:00,02/Dec/22 12:00 AM,12/Dec/22 4:40 PM,Orange,Service Request (SR),432328,2022-12-02 11:39:00,2022-12-12 11:28:00,9 days 23:49:00.000000000,239.82
127,CI-7801,432256,Closed,mueller,2022-12-02 09:14:00,08/Dec/22 12:00 AM,06/Dec/22 3:53 PM,ARD.ZDF,Project,432256,2022-12-05 10:13:00,2022-12-06 15:53:00,4 days 06:39:00.000000000,102.65
128,CI-7800,432248,Closed,mueller,2022-12-02 09:02:00,06/Dec/22 12:00 AM,06/Dec/22 3:52 PM,ARD.ZDF,Project,432248,2022-12-05 10:15:00,2022-12-06 15:52:00,4 days 06:50:00.000000000,102.83
129,CI-7799,432238,Closed,mueller,2022-12-02 08:35:00,07/Dec/22 12:00 AM,06/Dec/22 1:49 PM,ARD.ZDF,Project,432238,2022-12-05 12:55:00,2022-12-06 13:49:00,4 days 05:14:00.000000000,101.23
130,CI-7797,432233,Closed,mueller,2022-12-02 08:07:00,07/Dec/22 12:00 AM,06/Dec/22 1:58 PM,ARD.ZDF,Project,432233,2022-12-05 12:56:00,2022-12-06 13:57:00,4 days 05:50:00.000000000,101.83
131,CI-7796,432196,Closed,aruizrobles,2022-12-01 18:44:00,08/Dec/22 12:00 AM,12/Dec/22 3:52 PM,Numiga,Service Request (SR),432196,2022-12-01 18:44:00,2022-12-12 14:49:00,10 days 20:05:00.000000000,260.08
132,CI-7795,432002,Configure,nsanchez,2022-12-01 13:05:00,15/Dec/22 12:00 AM,,Amadeus,Service Request (SR),432002,2022-12-01 13:06:00,,,
133,CI-7794,431986,Closed,skarja,2022-12-01 12:38:00,08/Dec/22 12:00 AM,20/Dec/22 2:44 PM,Deutschlandradio,Service Request (SR),431986,2022-12-01 12:38:00,2022-12-15 13:21:00,14 days 00:43:00.000000000,336.72
134,CI-7793,431947,Closed,nsanchez,2022-12-01 11:55:00,02/Dec/22 12:00 AM,02/Dec/22 10:50 AM,Endress Hauser,Incident Request (IR),431947,2022-12-01 11:55:00,2022-12-02 10:41:00,0 days 22:46:00.000000000,22.77
135,CI-7792,431942,Closed,ssanz,2022-12-01 11:33:00,08/Dec/22 12:00 AM,01/Dec/22 2:33 PM,Allianz,Incident Request (IR),431942,2022-12-01 11:33:00,2022-12-01 14:14:00,0 days 02:41:00.000000000,2.68
136,CI-7791,431904,Communicate,hausmann,2022-12-01 10:37:00,02/Dec/22 12:00 AM,,Amadeus,Incident Request (IR),431904,2022-12-01 10:37:00,2022-12-05 14:18:00,4 days 03:41:00.000000000,99.68
137,CI-7790,431900,Communicate,hausmann,2022-12-01 10:34:00,02/Dec/22 12:00 AM,,Burda,Incident Request (IR),431900,2022-12-01 10:34:00,2022-12-02 08:47:00,0 days 22:13:00.000000000,22.22
138,CI-7789,431819,Closed,yutaka,2022-12-01 05:06:00,08/Dec/22 12:00 AM,09/Dec/22 4:15 AM,Ineos,Service Request (SR),431819,2022-12-01 05:06:00,2022-12-06 09:18:00,5 days 04:12:00.000000000,124.2
139,CI-7788,431813,Review,yutaka,2022-12-01 01:54:00,08/Dec/22 12:00 AM,,Amadeus,Service Request (SR),431813,2022-12-01 01:54:00,,,
140,CI-7787,431734,Verify,ssanz,2022-11-30 16:24:00,06/Dec/22 12:00 AM,,Allianz,Incident Request (IR),431734,2022-11-30 16:24:00,,,
141,CI-7786,431699,Closed,nsanchez,2022-11-30 15:21:00,08/Dec/22 12:00 AM,16/Dec/22 12:49 PM,Amadeus,Incident Request (IR),431699,2022-11-30 15:21:00,,,
142,CI-7785,431694,Closed,nsanchez,2022-11-30 15:09:00,01/Dec/22 12:00 AM,12/Dec/22 4:05 PM,Endress Hauser,Service Request (SR),431694,2022-11-30 15:09:00,2022-12-12 15:05:00,11 days 23:56:00.000000000,287.93
143,CI-7784,431687,Closed,nsanchez,2022-11-30 14:59:00,01/Dec/22 12:00 AM,01/Dec/22 8:32 AM,Daimler (MFTBC),Service Request (SR),431687,2022-11-30 14:59:00,2022-11-30 17:00:00,0 days 02:01:00.000000000,2.02
144,CI-7783,431676,Closed,nsanchez,2022-11-30 14:39:00,12/Dec/22 12:00 AM,14/Dec/22 1:33 PM,Deutschlandradio,Service Request (SR),431676,2022-11-30 14:39:00,2022-12-14 13:12:00,13 days 22:33:00.000000000,334.55
145,CI-7782,431636,Closed,nsanchez,2022-11-30 13:21:00,12/Dec/22 12:00 AM,12/Dec/22 4:24 PM,Sacyr,Service Request (SR),431636,2022-11-30 13:21:00,2022-12-12 11:55:00,11 days 22:34:00.000000000,286.57
146,CI-7781,431623,Closed,ssanz,2022-11-30 12:48:00,07/Dec/22 12:00 AM,30/Nov/22 4:25 PM,Allianz,Service Request (SR),431623,2022-11-30 12:48:00,2022-11-30 16:25:00,0 days 03:37:00.000000000,3.62
147,CI-7780,431615,Closed,achattopadhyay,2022-11-30 12:25:00,30/Nov/22 12:00 AM,02/Dec/22 3:24 PM,Holtzbrink,Incident Request (IR),431615,2022-11-30 12:25:00,2022-12-01 17:16:00,1 days 04:51:00.000000000,28.85
148,CI-7779,431572,Closed,nsanchez,2022-11-30 10:24:00,08/Dec/22 12:00 AM,15/Dec/22 4:47 PM,Porsche,Incident Request (IR),431572,2022-11-30 10:24:00,2022-12-15 13:30:00,15 days 03:06:00.000000000,363.1
149,CI-7778,431570,Closed,nsanchez,2022-11-30 10:14:00,08/Dec/22 12:00 AM,23/Dec/22 8:07 AM,Deutschlandradio,Service Request (SR),431570,2022-11-30 10:14:00,2022-12-22 17:23:00,22 days 07:09:00.000000000,535.15
150,CI-7777,431475,Closed,yutaka,2022-11-30 08:04:00,30/Nov/22 12:00 AM,06/Dec/22 5:24 AM,ProcurX,Service Request (SR),431475,2022-11-30 08:04:00,,,
151,CI-7776,431457,Verify,yutaka,2022-11-30 06:00:00,05/Dec/22 12:00 AM,,Amadeus,Service Request (SR),431457,2022-11-30 06:00:00,,,
152,CI-7775,431233,Do,rohkamm,2022-11-29 08:07:00,30/Nov/22 12:00 AM,,,,431233,2022-11-29 08:07:00,,,
153,CI-7774,431186,Closed,aruizrobles,2022-11-28 17:19:00,14/Dec/22 12:00 AM,15/Dec/22 4:36 PM,Lufthansa City Center,Service Request (SR),431186,2022-11-28 17:19:00,2022-12-15 11:28:00,16 days 18:09:00.000000000,402.15
154,CI-7773,431180,Closed,aruizrobles,2022-11-28 16:58:00,01/Jan/23 12:00 AM,20/Dec/22 2:24 PM,Numiga,Service Request (SR),431180,2022-11-28 16:58:00,2022-12-20 09:32:00,21 days 16:34:00.000000000,520.57
155,CI-7772,431167,Closed,aruizrobles,2022-11-28 16:24:00,13/Dec/22 12:00 AM,13/Dec/22 4:59 PM,Lufthansa City Center,Service Request (SR),431167,2022-11-28 16:24:00,2022-12-13 11:16:00,14 days 18:52:00.000000000,354.87
156,CI-7771,431164,Import to Customer Test System,ccasper,2022-11-28 16:22:00,02/Dec/22 12:00 AM,,dm-drogerie markt,Project,431164,2022-11-28 16:22:00,,,
157,CI-7770,431153,Closed,ssanz,2022-11-28 15:59:00,05/Dec/22 12:00 AM,12/Dec/22 2:31 PM,Allianz,Service Request (SR),431153,2022-11-28 15:59:00,2022-12-08 09:34:00,9 days 17:35:00.000000000,233.58
158,CI-7769,431101,Review,ccasper,2022-11-28 12:30:00,30/Nov/22 12:00 AM,,dm-drogerie markt,Project,431101,2022-11-28 12:30:00,,,
159,CI-7768,431027,Closed,ccasper,2022-11-28 08:57:00,30/Nov/22 12:00 AM,01/Dec/22 9:29 AM,dm-drogerie markt,Project,431027,2022-11-28 08:57:00,2022-12-01 09:29:00,3 days 00:32:00.000000000,72.53
160,CI-7767,430922,Closed,nsanchez,2022-11-25 12:26:00,01/Dec/22 12:00 AM,12/Dec/22 4:01 PM,Porsche,Service Request (SR),430922,2022-11-25 12:26:00,2022-12-12 15:22:00,17 days 02:56:00.000000000,410.93
161,CI-7766,430920,Closed,mueller,2022-11-25 12:12:00,30/Nov/22 12:00 AM,06/Dec/22 2:35 PM,ARD.ZDF,Project,430920,2022-11-25 12:12:00,2022-12-06 14:35:00,11 days 02:23:00.000000000,266.38
162,CI-7765,430917,Verify,achattopadhyay,2022-11-25 12:05:00,30/Nov/22 12:00 AM,,Vaillant,Service Request (SR),430917,2022-11-25 12:05:00,,,
163,CI-7764,430905,Closed,yutaka,2022-11-25 11:26:00,29/Nov/22 12:00 AM,09/Dec/22 7:58 AM,MFTBC,Service Request (SR),430905,2022-11-25 11:26:00,2022-12-07 09:24:00,11 days 21:58:00.000000000,285.97
164,CI-7763,430896,Closed,nsanchez,2022-11-25 11:09:00,30/Nov/22 12:00 AM,20/Dec/22 9:38 AM,Bentley,Service Request (SR),430896,2022-11-25 11:09:00,2022-12-19 18:06:00,24 days 06:57:00.000000000,582.95
165,CI-7762,430886,Closed,shimizu,2022-11-25 10:42:00,30/Nov/22 12:00 AM,06/Dec/22 7:30 AM,Product Management,Service Request (SR),430886,2022-11-25 10:42:00,2022-12-05 16:04:00,10 days 05:22:00.000000000,245.37
